Movie,ProductionBudget,DomesticGross,WorldwideGross
Halloween 2,15000000,33392973,38512850
When the Game Stands Tall,15000000,30127963,30138912
The Last House on the Left,15000000,32752215,46526243
The Object of my Affection,15000000,29145924,29145924
Confessions of a Teenage Drama Queen,15000000,29331068,33118854
Clash of the Titans,15000000,30000000,44400000
28 Weeks Later,15000000,28638916,64232714
The Great Debaters,15000000,30226144,30261293
Halloween: Resurrection,15000000,30259652,37659652
The Princess Bride,15000000,30857000,31045750
The Wedding Date,15000000,31726995,47175038
Because of Winn-Dixie,15000000,32647042,33508485
The Puffy Chair,15000,194523,195254
Breaking Upwards,15000,115592,115592
Stories of Our Lives,15000,0,0
Flushed Away,149000000,64665672,179357126
Sahara,145000000,68671925,121645390
Madagascar 3: Europe's Most Wanted,145000000,216391482,746921271
Mission: ImpossibleâGhost Protocol,145000000,209397903,694713230
Tarzan,145000000,171091819,448191819
Mr. Peabody & Sherman,145000000,111506430,269806430
Rise of the Guardians,145000000,103412758,306900902
How to Train Your Dragon 2,145000000,177002924,614586270
Ghostbusters,144000000,128350574,229008658
Die Another Day,142000000,160942139,431942139
Lethal Weapon 4,140000000,130444603,285400000
Top Gun: Maverick,140000000,0,0
Pirates of the Caribbean: The Curse of the Blac…,140000000,305410819,654310819
Star Trek,140000000,257730019,386839614
Armageddon,140000000,201578182,554600000
Men in Black 2,140000000,190418803,441767803
Kung Fu Panda 3,140000000,143528619,521170825
Captain America: The First Avenger,140000000,176654505,370569776
G.I. Joe: Retaliation,140000000,122523060,375740705
The Last Samurai,140000000,111110575,456810575
Fun With Dick And Jane,140000000,110550000,203018919
Exodus: Gods and Kings,140000000,65014513,268314513
The BFG,140000000,55483770,199646680
Gemini Man,140000000,48546770,166623705
Gods of Egypt,140000000,31153464,138836756
The Texas Chainsaw Massacre,140000,26572439,26572439
Roger & Me,140000,6706368,6706368
Groundhog Day,14600000,70906973,70906973
Freedom,14500000,0,872757
Magic Mike XXL,14500000,66013057,123580421
Elle s'appelait Sarah,14500000,7691700,25480031
Romeo+Juliet,14500000,46338728,147542381
Unforgiven,14400000,101157447,159157447
Manderlay,14200000,74205,543306
Vampire in Brooklyn,14000000,19637147,19637147
Our Family Wedding,14000000,20255281,21410546
Exorcist II: The Heretic,14000000,25011000,25011000
An American Haunting,14000000,16298046,30443277
My Boss's Daughter,14000000,15549702,15565357
A Perfect Getaway,14000000,15515460,22815460
Thinner,14000000,15171475,15171475
Dead Man on Campus,14000000,15064948,15064948
Breakthrough,14000000,40713082,49231674
Superstar,14000000,30628981,30628981
All About the Benjamins,14000000,25482931,25873145
Jonah: A VeggieTales Movie,14000000,25571351,25608779
Poetic Justice,14000000,27450453,27450453
The Iron Lady,14000000,29959436,115592104
New York New York,14000000,13800000,13800000
Jojo Rabbit,14000000,33370906,87068472
Dangerous Liaisons,14000000,34700000,34700000
White Fang,14000000,34729091,34729091
Tyler Perry's Good Deeds,14000000,35025791,35579177
Taps,14000000,35856053,35856053
Tea with Mussolini,14000000,14395874,14395874
Le Scaphandre et le Papillon,14000000,5990075,22754472
Jason X,14000000,13121555,16951798
Catch a Fire,14000000,4299773,5782198
The Salvation,14000000,43318,2947737
Margaret,14000000,47185,623292
The Lucky Ones,14000000,266967,266967
Amen,14000000,274299,274299
Les herbes folles,14000000,403952,1903952
Caravans,14000000,1000000,1000000
Flipped,14000000,1755212,4289993
Jefferson in Paris,14000000,2461628,2461628
Easy Virtue,14000000,2656784,20537741
Soul Survivors,14000000,3100650,4288246
Mr. Turner,14000000,3958546,25187026
Suffragette,14000000,4702420,34044909
Crooklyn,14000000,13024170,13024170
A Walk on the Moon,14000000,4741987,4741987
Gossip,14000000,5108820,12591270
Little Children,14000000,5463019,14121177
Reign of Assassins,14000000,0,11354230
Lost and Found,14000000,6552255,6552255
Fun Size,14000000,9409538,11166615
Head Over Heels,14000000,10397365,10397365
Bobby,14000000,11242801,20597806
After,14000000,12138565,58090525
Hot Tub Time Machine 2,14000000,12314651,12826644
I Think I Love My Wife,14000000,12559771,13205411
Urban Legend,14000000,38116707,72571864
Stan Helsing: A Parody,14000000,0,1553556
The Spy Who Loved Me,14000000,46800000,185400000
First Blood,14000000,47212904,125212904
The Possession,14000000,49130588,82925064
My Bloody Valentine,14000000,51545952,102836002
Stomp the Yard,14000000,61356221,75525718
Cool Runnings,14000000,68856263,155008909
Born on the Fourth of July,14000000,70001698,70001698
Crocodile Dundee 2,14000000,109306210,239606210
Towering Inferno,14000000,116000000,139700000
Slumdog Millionaire,14000000,141330703,383825427
Fatal Attraction,14000000,156645693,320100000
Pretty Woman,14000000,178406268,432566361
Spider-Man,139000000,403706375,821706375
Watchmen,138000000,107509799,186976250
Stealth,138000000,32116746,76416746
The Incredible Hulk,137500000,134806913,265573859
Hulk,137000000,132177234,245031679
Final Fantasy: The Spirits Within,137000000,32131830,85131830
The Twilight Saga: Breaking Dawn Part 2,136200000,292324737,829724737
The Croods,135000000,187168425,573068425
The Revenant,135000000,183637894,532938302
The World is Not Enough,135000000,126930660,361730660
Rango,135000000,123477607,245724600
Master and Commander: The Far Side of the World,135000000,93926386,212912137
Turbo,135000000,83028130,286896578
Teenage Mutant Ninja Turtles: Out of the Shadows,135000000,82051601,245328374
Happy Feet Two,135000000,64006466,157956466
Miami Vice,135000000,63478838,164920076
Sound of My Voice,135000,408015,429448
Cat People,134000,4000000,8000000
The Nutcracker and the Four Realms,132900000,54858851,170024300
War of the Worlds,132000000,234280354,606836535
Penguins of Madagascar,132000000,83350911,366942531
Bad Boys II,130000000,138540870,273271982
R.I.P.D.,130000000,33618855,79076678
Australia,130000000,49554002,215080810
After Earth,130000000,60522097,251499665
The Adventures of Tintin,130000000,77591831,373993951
Noah,130000000,101200044,352831065
Salt,130000000,118311368,290650494
Rio 2,130000000,131538435,492846291
Mary Poppins Returns,130000000,171958438,348992339
Home,130000000,177397510,385997896
Ant-Man,130000000,180202163,518858449
Kung Fu Panda,130000000,215434591,631910531
Ant-Man and the Wasp,130000000,216648740,623144660
The Bourne Ultimatum,130000000,227471070,444043396
Harry Potter and the Prisoner of Azkaban,130000000,249757726,789961033
The Hunger Games: Catching Fire,130000000,424668047,864868047
Megamind,130000000,148415853,321887208
Puss in Boots,130000000,149260504,554987477
Brokeback Mountain,13900000,83043761,176980863
Clueless,13700000,56598476,57956568
Cah,13700000,0,11738256
The Border,13500000,6118683,6118683
Teenage Mutant Ninja Turtles,13500000,135265915,202000000
The Ten Commandments,13500000,85400591,85433929
Papillon,13500000,53267000,53292989
Super Troopers 2,13500000,30617396,31575635
Far From Heaven,13500000,15901849,29027914
Seven Psychopaths,13500000,15024049,33035736
Quills,13500000,7060876,11732088
Der Untergang,13500000,5501940,93631744
The Caveman's Valentine,13500000,687081,892506
The Last Godfather,13400000,164247,164247
Mar adentro,13300000,2086345,39686345
Under the Skin,13300000,2614251,7229933
No Good Deed,13200000,52543632,54323210
St. Vincent,13000000,44137712,54837234
The Big Hit,13000000,27066941,27066941
Earth to Echo,13000000,38934842,42174545
10 Things I Hate About You,13000000,38177966,60413950
The New Guy,13000000,28972187,28972187
Loaded Weapon 1,13000000,27979399,27979399
Baby Geniuses,13000000,27151490,27151490
Womb,13000000,0,0
Child's Play 2,13000000,26904572,34166572
Harriet the Spy,13000000,26570048,26570048
21 and Over,13000000,25682380,42195766
The Mist,13000000,25593755,57189408
Ex Machina,13000000,25440971,38358392
Dude Where's My Car?,13000000,46729374,73180297
Young Guns,13000000,44726644,44726644
Miracles from Heaven,13000000,61705123,73798736
About Last Night,13000000,48637684,50445860
This Christmas,13000000,49121934,49733545
A Nightmare on Elm Street 4: The Dream Master,13000000,49369899,49369899
RoboCop,13000000,53424681,53424681
The Shallows,13000000,55121623,118763442
The Godfather: Part II,13000000,57300000,57300000
The Butterfly Effect,13000000,57924679,95638592
Snow Day,13000000,60008303,62452927
Two Can Play That Game,13000000,22235901,22391450
The First Purge,13000000,69488745,137054597
Save the Last Dance,13000000,91038276,122244329
Black Swan,13000000,106954678,331266710
Good Morning Vietnam,13000000,123922370,123922370
Being John Malkovich,13000000,22858926,32382381
Justin Bieber: Never Say Never,13000000,73013910,99034125
Eye in the Sky,13000000,18704596,35402802
Resurrecting the Champ,13000000,3172382,3260555
The Widow of St. Pierre,13000000,3058380,3058380
Youth,13000000,2703296,24001573
Faithful,13000000,2104439,2104439
Un ProphÃ¨te,13000000,2087720,19910624
I Love You Phillip Morris,13000000,2037459,23014027
The Vatican Tapes,13000000,1784763,14929184
Find Me Guilty,13000000,1173673,2898225
Excessive Force,13000000,1152117,1152117
Infamous,13000000,1151330,2613717
Attack the Block,13000000,1024175,6459183
Brothers,13000000,656688,17856688
The Claim,13000000,622023,1375635
The Happy Prince,13000000,464495,2394619
In The Land of Blood and Honey,13000000,303877,509193
Dumplinâ,13000000,0,399198
Rogue City,13000000,0,0
Admission,13000000,18007317,18733666
Chloe,13000000,3075255,13176612
The Killer Inside Me,13000000,217277,3617277
Ben is Back,13000000,3703182,12616995
Bajrangi Bhaijaan,13000000,8178001,121778347
crazy/beautiful,13000000,16929123,19929123
54,13000000,16757163,16757163
Room,13000000,14677674,36277745
Woodlawn,13000000,14394097,14403703
The Perks of Being a Wallflower,13000000,17742948,33069303
MÃ¤n som hatar kvinnor,13000000,12749992,109421911
The Astronaut Farmer,13000000,11003643,11141213
Dirty Work,13000000,10020081,10020081
Letters from Iwo Jima,13000000,13756082,67867998
Woo,13000000,8064972,8064972
Bubble Boy,13000000,5002310,5002310
Birthday Girl,13000000,4919896,8130727
Robinson Crusoe,13000000,8005586,42446455
Paris je t'aime,13000000,4857374,5175088
Light It Up,13000000,5871603,5871603
Dick,13000000,6276869,6276869
Serial Mom,13000000,7881335,7881335
How to Train Your Dragon: The Hidden World,129000000,160799505,522139836
Dinosaur,127500000,137748063,356148063
The Twilight Saga: Breaking Dawn Part 1,127500000,281287133,689420051
Night at the Museum: Secret of the Tomb,127000000,113746621,353756621
Logan,127000000,226277068,614202315
X-Men 2,125000000,214949694,406348630
Fast Five,125000000,210031325,630163454
Sherlock Holmes: A Game of Shadows,125000000,186848418,535663443
Teenage Mutant Ninja Turtles,125000000,191204754,485004754
The Bourne Legacy,125000000,113203870,280355920
The Day After Tomorrow,125000000,186740799,555840117
The Boss Baby,125000000,175003033,527965936
Clash of the Titans,125000000,163214888,493214888
Trolls,125000000,153707064,343242613
Godzilla,125000000,136314294,376000000
Prometheus,125000000,126477084,402448265
Harry Potter and the Deathly Hallows: Part I,125000000,296131568,956317788
Batman & Robin,125000000,107325195,238317814
Skyscraper,125000000,68420120,304868961
The Da Vinci Code,125000000,217536138,767820459
Monster Trucks,125000000,33370166,61642798
Jumanji: The Next Level,125000000,316831246,798265132
Harry Potter and the Sorcererâs Stone,125000000,317871467,966608181
The Hunger Games: Mockingjay - Part 1,125000000,337135885,766575131
Harry Potter and the Deathly Hallows: Part II,125000000,381193157,1334392544
Assassinâs Creed,125000000,54647948,240759682
The 13th Warrior,125000000,32698899,61698899
Total Recall,125000000,58877969,211856088
The Call of the Wild,125000000,62342368,107362515
Romantic Schemer,125000,0,0
An American in Hollywood,125000,0,0
The Brain That Sings,125000,0,0
How the Grinch Stole Christmas,123000000,260044825,345141403
Oblivion,120000000,89107235,287916633
Elysium,120000000,93050117,286192091
Charlie's Angels: Full Throttle,120000000,100814328,227163273
Speed Racer,120000000,43945766,93394462
Power Rangers,120000000,85364450,142531552
Stuart Little 2,120000000,64956806,166000000
RoboCop,120000000,58607007,242981799
The Chronicles of Riddick,120000000,57712751,107212751
The Fantastic Four,120000000,56117548,167849187
Ghost Rider,120000000,115802596,229545589
The Island,120000000,35818913,163018913
Rampage,120000000,101028233,427947217
How Do You Know?,120000000,30212620,49628177
Life of Pi,120000000,124987022,619310368
Fantastic Four: Rise of the Silver Surfer,120000000,131921738,289480691
Jason Bourne,120000000,162192920,416168316
The Perfect Storm,120000000,182618434,328711434
Mission: Impossible 2,120000000,215409889,549588516
Une Femme MariÃ©e,120000,0,0
The Blood of My Brother: A Story of Death in Iraq,120000,0,0
Your Sister's Sister,120000,1597486,3090593
A Dogâs Breakfast,120000,0,0
The Call,12800000,51872378,69821476
Operation Chromite,12700000,1022720,49196532
The Drop,12600000,10724389,19054534
Machete,12500000,26593646,46370970
Antwone Fisher,12500000,21078145,23367586
Mortadelo y FilemÃ³n contra Jimmy el Cachondo,12500000,0,3350943
Lars and the Real Girl,12500000,5956480,11277119
La Folle Histoire De Max Et LÃ©on,12500000,0,8912003
A Little Bit of Heaven,12500000,10011,1100287
Ernest et Celestine,12500000,292562,9376444
The Paperboy,12500000,677200,4027663
The Perfect Game,12500000,1089445,3931367
Tae Guik Gi: The Brotherhood of War,12500000,1110186,69826708
Oscar and Lucinda,12500000,1612957,1612957
Casino Jack,12500000,2039869,2272186
Dancer in the Dark,12500000,4157491,45557491
Solitary Man,12500000,4360548,4360548
The Funeral,12500000,1212799,1412799
Conviction,12500000,6797696,11826980
Cat People,12500000,7000000,21000000
The Boy in the Striped Pyjamas,12500000,9046156,44083403
Glengarry Glen Ross,12500000,10725228,10725228
Sorority Row,12500000,11965282,26735797
True Romance,12500000,12281000,12643293
The Emperor's Club,12500000,14060950,16193713
La Guerre du feu,12500000,20959585,20959585
The Crocodile Hunter: Collision Course,12500000,28436931,33436931
The Prisoner of Zenda,12500000,7000000,7000000
The Land Before Time,12300000,48092846,81972846
One Hour Photo,12000000,31597131,52223306
Drive Hard,12000000,0,0
Dancin' It's On,12000000,0,0
Johnson Family Vacation,12000000,31203964,31286759
The Eye,12000000,31418697,57577765
Time Bandits,12000000,37400000,37400000
Quarantine,12000000,31691811,41924774
Paper Towns,12000000,32000304,85450484
Crossroads,12000000,37188667,57000000
Triangle,12000000,0,1594955
Supesu Batorushippu Yamato,12000000,0,0
How High,12000000,31155435,31222395
Tu Xia Chuan Qi,12000000,0,1828400
San cheng ji,12000000,0,1950194
1612,12000000,0,5400624
10 Days in a Madhouse,12000000,14616,14616
5 Days of War,12000000,17479,87793
Trash,12000000,17484,6553186
Nanjing! Nanjing!,12000000,122558,20122558
Company Man,12000000,146028,622273
Breakfast of Champions,12000000,178287,178287
San qiang pai an jing qi,12000000,190946,310946
Harold & Kumar Escape from Guantanamo Bay,12000000,38108728,43353117
Philomena,12000000,37709979,98963392
Ace Ventura: Pet Detective,12000000,72217396,107217396
Yentl,12000000,39012241,39012241
Jackie Brown,12000000,39673162,74727492
Jaws,12000000,260000000,470700000
The Exorcist,12000000,230347346,428214478
The Fault in Our Stars,12000000,124872350,307166834
American Pie,12000000,101800948,234723148
Spartacus,12000000,30000000,60000000
Heaven is for Real,12000000,91386097,100916299
The Golden Child,12000000,79817937,79817937
Star Trek II: The Wrath of Khan,12000000,78912963,95800000
Barbershop,12000000,75781642,77063461
WarGames,12000000,74433837,74433837
Trade,12000000,214202,1513388
Act of Valor,12000000,70012847,82497035
Witness,12000000,65532576,65532576
Step Up,12000000,65328121,110989157
Chronicle,12000000,64575175,123681790
Beavis and Butt-Head Do America,12000000,63118386,63118386
Patton,12000000,62500000,62500000
Project X,12000000,54731865,103028188
Three Billboards Outside Ebbing Missouri,12000000,54513740,161480042
Lion,12000000,51739495,149570720
Overboard,12000000,50316123,91244913
Fateless,12000000,196857,196857
Think Like a Man,12000000,91547205,113373764
Critical Care,12000000,220175,220175
Last Orders,12000000,2326407,2326407
Def Jam's How To Be a Player,12000000,14010363,14010363
Living Out Loud,12000000,12905901,12905901
Rachel Getting Married,12000000,12796861,17475475
The Postman Always Rings Twice,12000000,12200000,44200000
Girl with a Pearl Earring,12000000,11634362,43153588
Das Boot,12000000,11487676,84970337
Unforgettable,12000000,11368012,16221211
House of Flying Daggers,12000000,11050094,92863945
Sorority Boys,12000000,10198766,12516222
Marshall,12000000,10051659,10116816
Cadillac Records,12000000,8195551,8942516
Arbitrage,12000000,7919574,35830713
The Alamo,12000000,7900000,7900000
Screwed,12000000,6982680,6982680
Running With Scissors,12000000,6860000,8706701
Fortress,12000000,6730578,46730578
For Greater Glory: The True Story of Cristiada,12000000,5669081,10026255
For Your Consideration,12000000,5549923,5549923
Celebrity,12000000,5078660,6200000
From Justin to Kelly,12000000,4922166,4922166
Invaders from Mars,12000000,4884663,4984663
Girl 6,12000000,4880941,4880941
In the Cut,12000000,4717455,23693646
Charlie Bartlett,12000000,3950294,5295909
Two Lovers,12000000,3149034,16349034
Wish Upon,12000000,14301505,23477345
If Beale Street Could Talk,12000000,14915773,19859167
About Time,12000000,15323921,88538742
47 Meters Down: Uncaged,12000000,22260900,37989240
Crank,12000000,27838408,43924923
The Muppet Christmas Carol,12000000,27281507,27722446
Hell or High Water,12000000,27007844,37584304
Frida,12000000,25885000,56131239
Katy Perry: Part of Me,12000000,25326071,32700439
Top Five,12000000,25317379,26001741
Rounders,12000000,22921898,22921898
Rudy,12000000,22750363,22750363
Casino Royale,12000000,22744718,41744718
Prophecy,12000000,22673340,22673340
Project Almanac,12000000,22348241,32909437
Black and Blue,12000000,22012729,22679978
The Turning,12000000,15472775,18472775
Just Wright,12000000,21540363,21867665
Stir of Echoes,12000000,21133087,23059379
Tales from the Crypt: Demon Knight,12000000,21089146,21089146
The Boys from Brazil,12000000,19000000,19000000
The Upside of Anger,12000000,18761993,28915761
Aquamarine,12000000,18597342,22978953
Life Before Her Eyes,12000000,303439,7203439
Nebraska,12000000,17654912,24761360
My Baby's Daddy,12000000,17321573,17322212
Max Keeble's Big Move,12000000,17292381,17292381
Young Adult,12000000,16311571,22750356
La grande bellezza,12000000,2883879,29545082
Home,12000000,0,0
Kill the Irishman,12000000,1188194,1188194
Ravenous,12000000,2062406,2062406
Stoker,12000000,1703125,12034913
Married Life,12000000,1506998,2975188
2046,12000000,1442338,19287485
The Pursuit of D.B. Cooper,12000000,2104164,2104164
Gwoemul,12000000,2201923,92618117
Duma,12000000,870067,994790
Darling Companion,12000000,793352,1200346
Ondine,12000000,550472,557545
Brother,12000000,450594,477693
Welcome to Collinwood,12000000,378650,4606284
Kahlil Gibran's The Prophet,12000000,340536,1080362
The Dangerous Lives of Altar Boys,12000000,1779284,1779284
Pink Flamingos,12000,413802,413802
Grip: A Criminal's Story,12000,1336,1336
Tin Can Man,12000,0,0
Knight and Day,117000000,76423035,258751370
Venom,116000000,213511408,853530899
The Huntsman: Winterâs War,115000000,48003015,165149302
Monsters Inc.,115000000,290149425,560483719
Windtalkers,115000000,40914068,77628265
Danteâs Peak,115000000,67163857,178200000
The Wolverine,115000000,132556852,416456852
Star Wars Ep. I: The Phantom Menace,115000000,474544677,1027044677
Star Wars Ep. III: Revenge of the Sith,115000000,380270577,848998877
Star Wars Ep. II: Attack of the Clones,115000000,310676740,656695615
Night of the Living Dead,114000,12087064,30087064
AstÃ©rix aux Jeux Olympiques,113500000,999811,132999811
Gulliver's Travels,112000000,42779261,232017848
Ferdinand,111000000,84410380,289838913
Home on the Range,110000000,50026353,76482461
The Divergent Series: Insurgent,110000000,130179072,295075882
Deadpool 2,110000000,324591735,786680557
Gravity,110000000,274092705,689742192
Night at the Museum,110000000,250863268,579446407
Around the World in 80 Days,110000000,24004159,72004159
Ghost in the Shell,110000000,40563557,167910690
Kingdom of Heaven,110000000,47398413,218675751
Mr. and Mrs. Smith,110000000,186336279,486124090
San Andreas,110000000,155190832,456258539
The Smurfs,110000000,142614158,563749323
Live Free or Die Hard,110000000,134529403,382288147
Ocean's Twelve,110000000,125531634,362989076
Speed 2: Cruise Control,110000000,48097081,150468000
Tomorrow Never Dies,110000000,125304276,339504276
The Patriot,110000000,113330342,215300000
300: Rise of an Empire,110000000,106580051,330780051
The Aviator,110000000,102608827,208370892
Passengers,110000000,100014699,302239672
The Green Hornet,110000000,98780042,229155503
Miss Peregrineâs Home for Peculiar Children,110000000,87242834,295986876
Real Steel,110000000,85463309,263880341
Men in Black: International,110000000,80001807,253020464
The A-Team,110000000,77222099,177241171
The Smurfs 2,110000000,71017784,348547523
The Divergent Series: Allegiant,110000000,66184051,172022517
Ender's Game,110000000,61737191,127983283
The Taking of Pelham 123,110000000,65452312,152364370
The Birth of a Nation,110000,10000000,11000000
The Dressmaker,11900000,2022115,24041617
Diamonds,11900000,81897,81897
Madadayo,11900000,48856,49451
Gisaengchung,11800000,53369745,254702675
Carol,11800000,12711491,42666442
The Cry of the Owl,11500000,0,0
Pet Sematary,11500000,57469179,57469179
Dirty Grandpa,11500000,35593113,105078449
St. Trinianâs,11400000,15000,29830239
Untitled Leonid Brezhnev Movie,11200000,0,0
The Molly Maguires,11000000,2200000,2200000
Dead Man Walking,11000000,39387284,83088295
A Walk to Remember,11000000,41227069,46060861
Phone Booth,11000000,46566212,97837138
Major League,11000000,49793054,49793054
If I Stay,11000000,50474843,78356170
My Cousin Vinny,11000000,52929168,52929168
The Perez Family,11000000,2794056,2794056
Brooklyn,11000000,38322743,62076141
Fried Green Tomatoes,11000000,81204830,81204830
The Secret Life of Bees,11000000,37780486,39994347
Wind River,11000000,33800859,44998252
Woman in Gold,11000000,33307793,58586407
History of the World: Part I,11000000,31672000,31672000
I Tonya,11000000,30014534,53797409
Saw VI,11000000,27693292,69752402
Corky Romano,11000000,23978402,25116103
Fighting With My Family,11000000,22958583,41503089
Raising Cain,11000000,21171695,21171695
F.I.S.T,11000000,20388920,20388920
Barry Lyndon,11000000,20000000,20169934
Quartet,11000000,18388357,56178935
Out Cold,11000000,13906394,14786394
The Ladies Man,11000000,13592872,13719474
Jackass: Number Two,11000000,72778712,85278712
Cruel Intentions,11000000,38665260,76238901
High School Musical 3: Senior Year,11000000,90559416,274392880
Othello,11000000,2844379,2844379
Doctor Zhivago,11000000,111897830,112039885
Gremlins,11000000,148168459,148950790
Star Wars Ep. IV: A New Hope,11000000,460998007,775398007
Sultan,11000000,5599781,72989781
Slackers,11000000,4814244,5942218
The Gospel of John,11000000,4068087,4234355
Vera Drake,11000000,3753806,13353855
La piel que habito,11000000,3185193,38190517
The Guru,11000000,3051221,24150550
The Banker,11000000,0,0
What's Eating Gilbert Grape,11000000,9170214,9170214
Eli,11000000,0,0
Tomcats,11000000,13558739,13558739
La famille BÃ©lier,11000000,0,82438670
Le prÃ©nom,11000000,61611,25307405
Brighton Rock,11000000,229653,229653
Copying Beethoven,11000000,355968,6586324
Romance and Cigarettes,11000000,551002,3231251
La Tortue Rouge,11000000,920057,6712903
Return to the Blue Lagoon,11000000,2000000,2000000
Boy Erased,11000000,6788692,11862650
LOL,11000000,0,10431506
Misconduct,11000000,0,2352511
Peeples,11000000,9177065,9307166
Kinsey,11000000,10214647,17443529
Army of Darkness,11000000,11502976,21502976
Frailty,11000000,13110448,19947280
The Fighter,11000000,93617009,129262388
Inside Llewyn Davis,11000000,13248209,32943247
Ali,109000000,58183966,87683966
The Cat in the Hat,109000000,101018283,133818283
The Lord of the Rings: The Fellowship of the Ring,109000000,315544750,887210985
The Martian,108000000,228433663,655194200
Allied,106000000,40098064,119266661
I Robot,105000000,144801023,348629585
Stuart Little,105000000,140015224,298815224
The Princess and the Frog,105000000,104400899,270997378
10000 B.C.,105000000,94784201,269065678
Ice Age: Collision Course,105000000,64063008,402156682
Town & Country,105000000,6712451,10364769
Kingsman: The Golden Circle,104000000,100234838,408803696
Gone in 60 Seconds,103300000,101643008,232643008
Gladiator,103000000,187683805,457683805
The Hangover 3,103000000,112200072,362000072
A Wrinkle in Time,103000000,100478608,133401882
The Work and the Story,103000,16137,16137
Public Enemies,102500000,97104620,212282709
Cloud Atlas,102000000,27108272,130673154
Bumblebee,102000000,127195589,465195589
Minority Report,102000000,132024714,358824714
Casino Royale,102000000,167365000,594420283
National Treasure,100000000,173005002,331323410
Starship Troopers,100000000,54768952,121100000
Point Break,100000000,28782481,126704591
Geostorm,100000000,33700160,220796009
Green Zone,100000000,35497337,97523020
Treasure Planet,100000000,38120554,91800000
The Expendables 3,100000000,39322544,209461378
Catwoman,100000000,40202379,82078046
Wonder Park,100000000,45216793,115115984
Peter Pan,100000000,48417850,95255485
Land of the Lost,100000000,49438370,69548641
Blood Diamond,100000000,57377916,171377916
Legend of the Guardians: The Owls of Ga'Hoole,100000000,55675313,139716717
Midway,100000000,56846802,126047997
In the Heart of the Sea,100000000,25020758,89693309
Surf's Up,100000000,58867694,145395745
The Stepford Wives,100000000,59475623,96150482
Spies in Disguise,100000000,66757013,165227447
End of Days,100000000,66889043,212026975
The Tourist,100000000,67631157,278731369
Hercules,100000000,72688614,243388614
Eragon,100000000,75030163,249488115
Cats,100000000,27166770,75570464
Son of the Mask,100000000,17018422,59918422
Transcendence,100000000,23022309,103039258
Planet of the Apes,100000000,180011740,362211740
Batman Forever,100000000,184031112,336529144
Terminator 2: Judgment Day,100000000,203464105,515390883
Harry Potter and the Chamber of Secrets,100000000,262233381,876508805
Django Unchained,100000000,162805434,449841566
1917,100000000,159227644,367266964
Little Fockers,100000000,148438600,310650574
True Lies,100000000,146282411,365300000
Cloudy with a Chance of Meatballs,100000000,124870275,236827677
The Other Guys,100000000,119219978,170936470
Lemony Snicket's A Series of Unfortunate Events,100000000,118627117,212956024
The Wolf of Wall Street,100000000,116949183,389918903
Epic,100000000,107518682,262794441
Eraser,100000000,101295562,234400000
The Hunchback of Notre Dame,100000000,100138851,325500000
The Emperor's New Groove,100000000,89296573,169296573
Artemis Fowl,100000000,0,0
Jin lÃ­ng shÃ­ san chai,100000000,311434,98227017
The Adventures of Pluto Nash,100000000,4411102,7094995
Mortal Engines,100000000,15951040,85287417
American Gangster,100000000,130164645,267985456
Where the Wild Things Are,100000000,77233467,99123656
The Expendables 2,100000000,85028192,311979256
The Gallows,100000,22764410,41656474
Keeping it Real: The Adventures of Greg Walloch,100000,1358,1358
Terrifier,100000,0,0
Tiger Orange,100000,0,0
The Night Visitor,100000,0,0
Open Secret,100000,0,0
Lunch Time Heroes,100000,0,0
Closure,100000,0,0
Echo Dr.,100000,0,0
Dude Where's My Dog,100000,0,0
Indie Game: The Movie,100000,0,0
The Past is a Grotesque Animal,100000,20056,20056
Cheap Thrills,100000,59424,59424
The Lost Skeleton of Cadavra,100000,110536,110536
Penitentiary,100000,287000,287000
A Ghost Story,100000,1594798,2769782
The Mighty,100000,2652246,6121582
Over the Hill to the Poorhouse,100000,3000000,3000000
Hollywood Shuffle,100000,5228617,5228617
Eraserhead,100000,7000000,7097971
Facing the Giants,100000,10178331,10243159
Les Intouchables,10800000,13182281,484873045
Jindabyne,10800000,399879,2862544
Saw V,10800000,56746769,118209778
Kabhi Alvida Naa Kehna,10750000,3275443,32575443
Alien,10700000,80930630,203626500
Poltergeist,10700000,74706019,121706019
An Ideal Husband,10700000,18542974,31341183
The Last Days on Mars,10600000,24084,261364
Darkness,10600000,22163442,34409206
E.T. the Extra-Terrestrial,10500000,435110554,792962972
2001: A Space Odyssey,10500000,59936321,71873516
In the Land of Women,10500000,11052958,14140402
There Goes My Baby,10500000,125169,125169
The Blue Butterfly,10400000,1610194,1610194
Le Fabuleux destin d'AmÃ©lie Poulain,10350000,33201661,174201661
PMC: deo beong-keo,10300000,0,12478635
Lovesick,10100000,10143618,10143618
September Dawn,10100000,1066555,1066555
Housefull,10100000,1183658,18726300
Bucky Larson: Born to Be a Star,10000000,2529395,2529395
The Iceman,10000000,1930282,3623609
Testament of Youth,10000000,1822250,6646669
Hillsong: Let Hope Rise,10000000,2394725,2678525
Brian Banks,10000000,4376820,4376820
On the Line,10000000,4365455,4690802
Peaceful Warrior,10000000,2893666,3260179
Malone,10000000,3000000,3000000
The House of Mirth,10000000,3041803,5149131
Rosewater,10000000,3128941,3185717
Bamboozled,10000000,2185266,2373937
Romeo Is Bleeding,10000000,3275585,3275585
Atlas Shrugged: Part II,10000000,3336053,3336053
Crash,10000000,3357324,3357333
